lon,lat,log_ppt_2025_standardized
-112.92916666715053,48.1125000000725,0.4606648
-115.12916666706252,48.2791666667325,1.1617265
-111.76250000053052,44.8125000002045,1.3701727
-110.59583333391052,46.3791666668085,0.34734473
-104.29583333416252,47.1125000001125,1.1216748
-105.62916666744252,45.3458333335165,1.7141875
-107.82916666735451,45.8791666668285,1.4455183
-107.42916666737052,45.4791666668445,1.6364785
-108.46250000066252,47.9791666667445,-0.25830665
-107.29583333404253,48.2125000000685,-0.09194351
-114.3958333337585,48.8791666667085,0.7002678
-104.26250000083051,46.3791666668085,1.3427024
-105.96250000076252,48.779166666712506,0.20948419
-106.26250000075052,48.679166666716505,0.09395356
-113.02916666714653,48.6125000000525,0.2772664
-113.49583333379452,48.5125000000565,0.62232804
-114.66250000041452,48.3125000000645,1.0398613
-109.96250000060252,46.0125000001565,0.51010495
-114.86250000040653,48.679166666716505,1.0680571
-109.76250000061052,45.9125000001605,0.5724336
-113.82916666711452,46.2791666668125,0.83348
-112.26250000051051,47.5458333334285,0.5111716
-106.66250000073452,47.4458333334325,0.873068
-111.7958333338625,45.0458333335285,1.3444203
-107.72916666735853,47.5125000000965,-0.2719652
-104.76250000081052,45.6125000001725,1.6810555
-106.09583333409051,48.3791666667285,0.42449412
-107.72916666735853,45.6791666668365,1.4991515
-104.36250000082651,45.0791666668605,1.8950768
-105.7291666674385,47.6125000000925,0.4363493
-112.12916666718252,45.5791666668405,0.3593687
-111.82916666719451,47.6791666667565,0.36403105
-112.46250000050252,47.2125000001085,0.6891817
-111.1291666672225,45.8791666668285,1.0895576
-113.16250000047452,46.0125000001565,1.0174884
-111.3625000005465,48.2125000000685,-0.13862216
-107.72916666735853,45.0791666668605,1.1072183
-107.32916666737452,48.9458333333725,-0.7054992
-108.59583333399053,48.3791666667285,-1.1876631
-106.56250000073852,45.6125000001725,1.8947781
-111.06250000055852,48.1125000000725,-0.29873276
-107.16250000071452,48.5791666667205,-0.36875647
-112.59583333383053,48.2791666667325,0.94675076
-108.3291666673345,47.045833333448506,-0.20899121
-106.09583333409051,47.812500000084505,1.0051265
-107.99583333401452,45.31250000018451,1.2566285
-105.22916666745851,48.0791666667405,0.006904451
-105.02916666746653,46.9791666667845,1.4039328
-108.82916666731452,46.9125000001205,0.22809388
-104.36250000082651,48.4458333333925,0.36157352
-104.76250000081052,47.8458333334165,0.48461697
-111.1291666672225,48.8125000000445,-0.34091187
-111.06250000055852,45.3791666668485,1.2714919
-106.32916666741453,47.912500000080506,0.7454072
-108.49583333399453,47.5791666667605,-0.4087344
-104.56250000081852,46.9125000001205,1.2929002
-110.6958333339065,47.4125000001005,0.44121024
-107.16250000071452,46.7125000001285,1.3366953
-105.69583333410652,48.0125000000765,0.46117374
-105.69583333410652,48.679166666716505,0.42441553
-106.26250000075052,46.2458333334805,1.6439006
-107.72916666735853,47.1125000001125,0.08762751
-110.9291666672305,45.212500000188506,1.5391909
-107.4625000007025,48.0791666667405,-0.24674393
-114.49583333375452,48.7125000000485,0.60496575
-108.66250000065452,45.2791666668525,0.833979
-105.89583333409853,48.3791666667285,0.67424077
-106.79583333406252,46.6791666667965,1.7597979
-106.66250000073452,48.3125000000645,0.14913085
-111.02916666722652,47.2458333334405,0.014782354
-110.99583333389452,46.4458333334725,0.35222042
-107.99583333401452,46.3791666668085,1.0901053
-113.26250000047052,47.4458333334325,0.8966735
-113.92916666711052,48.8125000000445,0.7099153
-105.02916666746653,48.2125000000685,0.3490744
